country,year,china_gdp,gdp,dist,border,bri,imp,exp,total
Philippines,2008,4594306848763,174195136253,2842,0,0,19504743994,9132231065,28636975059
Philippines,2009,5101702432883,168334601260,2842,0,0,11946610452,8584707500,20531317952
Philippines,2010,6087164527421,199590775190,2842,0,0,16220254753,11540277320,27760532073
Philippines,2011,7551500425598,224143083707,2842,0,0,17992317070,14255388286,32247705356
Philippines,2012,8532230724142,250092092998,2842,0,0,19643205303,16732210058,36375415361
Philippines,2013,9570405758740,271836123724,2842,0,0,18181829139,19868125345,38049954484
Philippines,2014,10438529153238,284584522899,2842,0,1,20984132158,23473577223,44457709381
Philippines,2015,11015542352469,292774099014,2842,0,1,18965654304,26670791210,45636445514
Philippines,2016,11137945669351,304897590205,2842,0,1,17395891173,29836566657,47232457830
Philippines,2017,12143491448186,313619747740,2842,0,1,19239177209,32065932447,51305109656
Philippines,2018,13608151864638,330910343611,2842,0,1,20595680299,35111186384,55706866683
Poland,2008,4594306848763,533815789474,6958,0,0,1394431815,9040367590,10434799405
Poland,2009,5101702432883,439796160379,6958,0,0,1504764187,7561767520,9066531707
Poland,2010,6087164527421,479321460551,6958,0,0,1696613007,9438306983,11134919990
Poland,2011,7551500425598,528832185770,6958,0,0,2047975509,10939548803,12987524312
Poland,2012,8532230724142,500360816828,6958,0,0,1997765599,12386657177,14384422776
Poland,2013,9570405758740,524234322597,6958,0,0,2231797119,12574874708,14806671827
Poland,2014,10438529153238,545389126644,6958,0,1,2934739056,14256798574,17191537630
Poland,2015,11015542352469,477576866958,6958,0,1,2741951454,14344871703,17086823157
Poland,2016,11137945669351,472028000406,6958,0,1,2537722070,15094067047,17631789117
Poland,2017,12143491448186,526216495118,6958,0,1,3353507795,17873049958,21226557753
Poland,2018,13608151864638,585663814824,6958,0,1,3646181428,20944255812,24590437240
Portugal,2008,4594306848763,262344779552,9688,0,0,387489834,2317102263,2704592097
Portugal,2009,5101702432883,243701635176,9688,0,0,480929852,1923516206,2404446058
Portugal,2010,6087164527421,237880908318,9688,0,0,754426018,2513317692,3267743710
Portugal,2011,7551500425598,244797226567,9688,0,0,1162063935,2801433742,3963497677
Portugal,2012,8532230724142,216236608774,9688,0,0,1514582001,2501157554,4015739555
Portugal,2013,9570405758740,226369502104,9688,0,0,1399460781,2506863699,3906324480
Portugal,2014,10438529153238,229596170847,9688,0,0,1663291480,3137073216,4800364696
Portugal,2015,11015542352469,199313894327,9688,0,0,1461543018,2894923138,4356466156
Portugal,2016,11137945669351,206286022782,9688,0,0,1582818088,4002119526,5584937614
Portugal,2017,12143491448186,220811110492,9688,0,0,2139178524,3445214944,5584393468
Portugal,2018,13608151864638,240674524464,9688,0,0,2250093954,3768702404,6018796358
Qatar,2008,4594306848763,115270054945,6165,0,0,1311626096,1074163869,2385789965
Qatar,2009,5101702432883,97798351648,6165,0,0,1376154007,872411299,2248565306
Qatar,2010,6087164527421,125122306346,6165,0,0,2455837047,855444268,3311281315
Qatar,2011,7551500425598,167775274725,6165,0,0,4694308733,1198757273,5893066006
Qatar,2012,8532230724142,186833516484,6165,0,0,7278102972,1205100145,8483203117
Qatar,2013,9570405758740,198727747253,6165,0,0,8463353081,1710907973,10174261054
Qatar,2014,10438529153238,206224725275,6165,0,1,8336727789,2254011137,10590738926
Qatar,2015,11015542352469,161739835165,6165,0,1,4614366284,2275641175,6890007459
Qatar,2016,11137945669351,151732142857,6165,0,1,4012373868,1515659122,5528032990
Qatar,2017,12143491448186,166928571429,6165,0,1,6400274202,1682329963,8082604165
Qatar,2018,13608151864638,191362087912,6165,0,1,9091342850,2488627647,11579970497
Romania,2008,4594306848763,214313628965,7078,0,0,359895832,2889919681,3249815513
Romania,2009,5101702432883,174103695930,7078,0,0,433095291,2377287745,2810383036
Romania,2010,6087164527421,166225180150,7078,0,0,755266641,3004462173,3759728814
Romania,2011,7551500425598,183443154235,7078,0,0,947047802,3453775070,4400822872
Romania,2012,8532230724142,171196268958,7078,0,0,979775941,2797186371,3776962312
Romania,2013,9570405758740,190949066979,7078,0,0,1207501781,2822536841,4030038622
Romania,2014,10438529153238,199626806402,7078,0,1,1520667345,3223177591,4743844936
Romania,2015,11015542352469,177893451831,7078,0,1,1294952121,3162240075,4457192196
Romania,2016,11137945669351,188494136776,7078,0,1,1455221038,3447669471,4902890509
Romania,2017,12143491448186,211695422579,7078,0,1,1824318039,3777960251,5602278290
Romania,2018,13608151864638,239552516744,7078,0,1,2170014461,4512111180,6682125641
Russian Federation,2008,4594306848763,1660846387625,5807,1,0,23832761729,33075849922,56908611651
Russian Federation,2009,5101702432883,1222644282202,5807,1,0,21282952148,17513771415,38796723563
Russian Federation,2010,6087164527421,1524917468442,5807,1,0,25913993644,29612073703,55526067347
Russian Federation,2011,7551500425598,2051661732060,5807,1,0,40362599801,38903017967,79265617768
Russian Federation,2012,8532230724142,2210256976945,5807,1,0,44138278872,44056551091,88194829963
Russian Federation,2013,9570405758740,2297128039058,5807,1,0,39667828205,49591171963,89259000168
Russian Federation,2014,10438529153238,2059984158438,5807,1,1,41593505497,53676944136,95270449633
Russian Federation,2015,11015542352469,1363594369578,5807,1,1,33258662857,34756877250,68015540107
Russian Federation,2016,11137945669351,1282723881134,5807,1,1,32260147552,37339600736,69599748288
Russian Federation,2017,12143491448186,1578624060588,5807,1,1,41390293056,42830599817,84220892873
Russian Federation,2018,13608151864638,1657554647150,5807,1,1,58886549221,48005202953,106891752174
Saudi Arabia,2008,4594306848763,519796800000,6612,0,0,31022697923,10823467968,41846165891
Saudi Arabia,2009,5101702432883,429097866667,6612,0,0,23620243562,8977851553,32598095115
Saudi Arabia,2010,6087164527421,528207200000,6612,0,0,32829047702,10366444546,43195492248
Saudi Arabia,2011,7551500425598,671238840107,6612,0,0,49467519877,14849707392,64317227269
Saudi Arabia,2012,8532230724142,735974843360,6612,0,0,54861126276,18452900814,73314027090
Saudi Arabia,2013,9570405758740,746647127413,6612,0,0,53450710541,18739813766,72190524307
Saudi Arabia,2014,10438529153238,756350347333,6612,0,1,48508025980,20575241927,69083267907
Saudi Arabia,2015,11015542352469,654269902880,6612,0,1,30021050937,21612927984,51633978921
Saudi Arabia,2016,11137945669351,644935541440,6612,0,1,23626019106,18650906502,42276925608
Saudi Arabia,2017,12143491448186,688586133333,6612,0,1,31761873271,18375008211,50136881482
Saudi Arabia,2018,13608151864638,786521831572,6612,0,1,45898673109,17560589328,63459262437
Serbia,2008,4594306848763,52194221469,7433,0,0,12281010,492520004,504801014
Serbia,2009,5101702432883,45162894381,7433,0,0,28643216,308320998,336964214
Serbia,2010,6087164527421,41819468692,7433,0,0,55116378,345016345,400132723
Serbia,2011,7551500425598,49258136129,7433,0,0,77891459,396353094,474244553
Serbia,2012,8532230724142,43309252921,7433,0,0,101566427,412875586,514442013
Serbia,2013,9570405758740,48394239475,7433,0,0,180126901,431911532,612038433
Serbia,2014,10438529153238,47062206678,7433,0,1,112740979,424563062,537304041
Serbia,2015,11015542352469,39628550869,7433,0,1,133736754,415096978,548833732
Serbia,2016,11137945669351,40630392019,7433,0,1,162696164,431663170,594359334
Serbia,2017,12143491448186,44120424392,7433,0,1,211584906,545639029,757223935
Serbia,2018,13608151864638,50597289147,7433,0,1,224518531,728997500,953516031
Singapore,2008,4594306848763,193611986713,4463,0,0,20171264550,32305805355,52477069905
Singapore,2009,5101702432883,194152286009,4463,0,0,17796637195,30066363191,47863000386
Singapore,2010,6087164527421,239809387605,4463,0,0,24728920282,32347238005,57076158287
Singapore,2011,7551500425598,279351168707,4463,0,0,28139648591,35570137217,63709785808
Singapore,2012,8532230724142,295087220933,4463,0,0,28529562909,40750209041,69279771950
Singapore,2013,9570405758740,307576360585,4463,0,0,30064514713,45831864575,75896379288
Singapore,2014,10438529153238,314851156183,4463,0,1,30828733314,48911174763,79739908077
Singapore,2015,11015542352469,308004146058,4463,0,1,27580763340,51942439609,79523202949
Singapore,2016,11137945669351,318068476294,4463,0,1,26014248910,44495953063,70510201973
Singapore,2017,12143491448186,338406474039,4463,0,1,34249623689,45019300478,79268924167
Singapore,2018,13608151864638,364156657770,4463,0,1,33638315735,49817841244,83456156979
Slovak Republic,2008,4594306848763,100469509301,7437,0,0,983732625,1966040236,2949772861
Slovak Republic,2009,5101702432883,89046289247,7437,0,0,897393008,1399014510,2296407518
Slovak Republic,2010,6087164527421,90183986822,7437,0,0,1790561881,1958477027,3749038908
Slovak Republic,2011,7551500425598,98997521242,7437,0,0,3457346257,2512599983,5969946240
Slovak Republic,2012,8532230724142,94416582465,7437,0,0,3655226501,2423049977,6078276478
Slovak Republic,2013,9570405758740,98723944144,7437,0,0,3458155736,3084436614,6542592350
Slovak Republic,2014,10438529153238,101171217101,7437,0,1,3376076644,2828495793,6204572437
Slovak Republic,2015,11015542352469,88457167724,7437,0,1,2237316045,2794467680,5031783725
Slovak Republic,2016,11137945669351,89640741266,7437,0,1,2410166238,2861362255,5271528493
Slovak Republic,2017,12143491448186,95241436352,7437,0,1,2584962634,2729478548,5314441182
Slovak Republic,2018,13608151864638,105904632156,7437,0,1,5244318952,2558824517,7803143469
Slovenia,2008,4594306848763,55552508715,7734,0,0,131557653,964205569,1095763222
Slovenia,2009,5101702432883,50368056543,7734,0,0,126469046,770101310,896570356
Slovenia,2010,6087164527421,48161250935,7734,0,0,176569526,1385668573,1562238099
Slovenia,2011,7551500425598,51516367350,7734,0,0,202040417,1675371443,1877411860
Slovenia,2012,8532230724142,46580457470,7734,0,0,256030373,1566640643,1822671016
Slovenia,2013,9570405758740,48401896410,7734,0,0,302799041,1832812279,2135611320
Slovenia,2014,10438529153238,49930685013,7734,0,1,331464602,1991941939,2323406541
Slovenia,2015,11015542352469,43090173062,7734,0,1,289506573,2091734751,2381241324
Slovenia,2016,11137945669351,44651537260,7734,0,1,436858380,2269426806,2706285186
Slovenia,2017,12143491448186,48441722816,7734,0,1,495352405,2886929825,3382282230
Slovenia,2018,13608151864638,54007972106,7734,0,1,590974974,4435174362,5026149336
Sri Lanka,2008,4594306848763,40713812310,5157,0,0,60540670,1630093609,1690634279
Sri Lanka,2009,5101702432883,42066217872,5157,0,0,70148623,1569465378,1639614001
Sri Lanka,2010,6087164527421,56725749222,5157,0,0,102275267,1994847732,2097122999
Sri Lanka,2011,7551500425598,65292753005,5157,0,0,152887599,2988723989,3141611588
Sri Lanka,2012,8532230724142,68434409315,5157,0,0,161955151,3001304898,3163260049
Sri Lanka,2013,9570405758740,74317806538,5157,0,0,182564147,3436548807,3619112954
Sri Lanka,2014,10438529153238,79356449841,5157,0,1,248272984,3792797469,4041070453
Sri Lanka,2015,11015542352469,80604080689,5157,0,1,258515964,4304045370,4562561334
Sri Lanka,2016,11137945669351,82401038710,5157,0,1,273444163,4286880100,4560324263
Sri Lanka,2017,12143491448186,88019706804,5157,0,1,310030297,4087995801,4398026098
Sri Lanka,2018,13608151864638,88900770858,5157,0,1,340882256,4266679878,4607562134
Tajikistan,2008,4594306848763,5161337336,4063,1,0,20243530,1479682759,1499926289
Tajikistan,2009,5101702432883,4979481980,4063,1,0,184984833,1217574287,1402559120
Tajikistan,2010,6087164527421,5642178580,4063,1,0,56048418,1376501471,1432549889
Tajikistan,2011,7551500425598,6522732203,4063,1,0,72227602,1996777606,2069005208
Tajikistan,2012,8532230724142,7633049792,4063,1,0,108828584,1747870228,1856698812
Tajikistan,2013,9570405758740,8448469838,4063,1,0,88751269,1869363600,1958114869
Tajikistan,2014,10438529153238,9112544556,4063,1,1,47698839,2468236340,2515935179
Tajikistan,2015,11015542352469,7854602392,4063,1,1,52034554,1795387872,1847422426
Tajikistan,2016,11137945669351,6952678127,4063,1,1,31244886,1725083792,1756328678
Tajikistan,2017,12143491448186,7157865188,4063,1,1,46736549,1301374985,1348111534
Tajikistan,2018,13608151864638,7522947810,4063,1,1,76804094,1425933857,1502737951
Tanzania,2008,4594306848763,27941177435,9407,0,0,131588471,950438907,1082027378
Tanzania,2009,5101702432883,29081425282,9407,0,0,195968354,914052483,1110020837
Tanzania,2010,6087164527421,32014249841,9407,0,0,406945183,1253126610,1660071793
Tanzania,2011,7551500425598,34657139495,9407,0,0,489896901,1653631731,2143528632
Tanzania,2012,8532230724142,39650530214,9407,0,0,379281002,2089721998,2469003000
Tanzania,2013,9570405758740,45680532614,9407,0,0,552548245,3140702390,3693250635
Tanzania,2014,10438529153238,49964788814,9407,0,1,435101902,3843566338,4278668240
Tanzania,2015,11015542352469,47378599025,9407,0,1,377844200,4278864540,4656708740
Tanzania,2016,11137945669351,49774021003,9407,0,1,315826807,3566861307,3882688114
Tanzania,2017,12143491448186,53320625959,9407,0,1,335859050,3119554166,3455413216
Tanzania,2018,13608151864638,58001200572,9407,0,1,393915222,3590574198,3984489420
Thailand,2008,4594306848763,291383081232,3292,0,0,25656736974,15636354387,41293091361
Thailand,2009,5101702432883,281710095725,3292,0,0,24896941868,13307098106,38204039974
Thailand,2010,6087164527421,341105009515,3292,0,0,33193365016,19741222106,52934587122
Thailand,2011,7551500425598,370818747397,3292,0,0,39039795886,25694603599,64734399485
Thailand,2012,8532230724142,397558094270,3292,0,0,38551206040,31196768378,69747974418
Thailand,2013,9570405758740,420333333333,3292,0,0,38522680528,32717903843,71240584371
Thailand,2014,10438529153238,407339361696,3292,0,1,38331928398,34289227963,72621156361
Thailand,2015,11015542352469,401295970240,3292,0,1,37168745238,38290804015,75459549253
Thailand,2016,11137945669351,412352789520,3292,0,1,38532342814,37182731174,75715073988
Thailand,2017,12143491448186,455275517239,3292,0,1,41596082905,38541726588,80137809493
Thailand,2018,13608151864638,504992757705,3292,0,1,44918670224,42974255961,87892926185
Timor-Leste,2008,4594306848763,4391368100,5449,0,0,106162,9426360,9532522
Timor-Leste,2009,5101702432883,3199666700,5449,0,0,22765,23260240,23283005
Timor-Leste,2010,6087164527421,3998961300,5449,0,0,250487,42832008,43082495
Timor-Leste,2011,7551500425598,5672048700,5449,0,0,1742791,70432762,72175553
Timor-Leste,2012,8532230724142,6661664600,5449,0,0,688156,62473520,63161676
Timor-Leste,2013,9570405758740,5637671700,5449,0,0,397037,47386367,47783404
Timor-Leste,2014,10438529153238,4041637000,5449,0,1,99850,60341649,60441499
Timor-Leste,2015,11015542352469,3092624800,5449,0,1,724858,104529645,105254503
Timor-Leste,2016,11137945669351,2503532100,5449,0,1,291606,164272800,164564406
Timor-Leste,2017,12143491448186,2487269400,5449,0,1,1573168,132596622,134169790
Timor-Leste,2018,13608151864638,2581000000,5449,0,1,3014403,132781191,135795594
Tunisia,2008,4594306848763,44856586316,8661,0,0,90308471,696860678,787169149
Tunisia,2009,5101702432883,43454935940,8661,0,0,107523728,711180932,818704660
Tunisia,2010,6087164527421,44050929160,8661,0,0,124900376,994893386,1119793762
Tunisia,2011,7551500425598,45810626509,8661,0,0,219462498,1112727084,1332189582
Tunisia,2012,8532230724142,45044112939,8661,0,0,176976451,1391786110,1568762561
Tunisia,2013,9570405758740,46251061734,8661,0,0,176729459,1263158664,1439888123
Tunisia,2014,10438529153238,47632326088,8661,0,0,211919795,1235778742,1447698537
Tunisia,2015,11015542352469,43173480832,8661,0,0,183799263,1237428731,1421227994
Tunisia,2016,11137945669351,41802653631,8661,0,0,138846826,1295839939,1434686765
Tunisia,2017,12143491448186,39813383484,8661,0,0,198163138,1327986910,1526150048
Tunisia,2018,13608151864638,39871132268,8661,0,0,194964649,1415923926,1610888575
Turkey,2008,4594306848763,764335657638,7072,0,0,1962933289,10606311968,12569245257
Turkey,2009,5101702432883,644639901974,7072,0,0,1745485488,8333534857,10079020345
Turkey,2010,6087164527421,771901768870,7072,0,0,3164059033,11942037327,15106096360
Turkey,2011,7551500425598,832523680908,7072,0,0,3123228248,15613704584,18736932832
Turkey,2012,8532230724142,873982246612,7072,0,0,3511810027,15585293352,19097103379
Turkey,2013,9570405758740,950579413123,7072,0,0,4486234345,17746990917,22233225262
Turkey,2014,10438529153238,934185915386,7072,0,1,3705395699,19305457610,23010853309
Turkey,2015,11015542352469,859796872678,7072,0,1,2943637695,18607841074,21551478769
Turkey,2016,11137945669351,863721648069,7072,0,1,2785414654,16686640520,19472055174
Turkey,2017,12143491448186,852676778301,7072,0,1,3783430252,18121507516,21904937768
Turkey,2018,13608151864638,771350330455,7072,0,1,3762714131,17864201230,21626915361
Turkmenistan,2008,4594306848763,19271523179,4944,0,0,28440391,801935714,830376105
Turkmenistan,2009,5101702432883,20214385965,4944,0,0,38491278,915699494,954190772
Turkmenistan,2010,6087164527421,22583157895,4944,0,0,1044518804,525117179,1569635983
Turkmenistan,2011,7551500425598,29233333333,4944,0,0,4693173232,784359736,5477532968
Turkmenistan,2012,8532230724142,35164210526,4944,0,0,8673382453,1699117414,10372499867
Turkmenistan,2013,9570405758740,39197543860,4944,0,0,8893256737,1137643740,10030900477
Turkmenistan,2014,10438529153238,43524210526,4944,0,1,9516158297,954281603,10470439900
Turkmenistan,2015,11015542352469,35799714286,4944,0,1,7827660790,815468646,8643129436
Turkmenistan,2016,11137945669351,36180000000,4944,0,1,5563294660,338478864,5901773524
Turkmenistan,2017,12143491448186,37926285714,4944,0,1,6575125628,368116552,6943242180
Turkmenistan,2018,13608151864638,40761142857,4944,0,1,8119370114,316778792,8436148906
Ukraine,2008,4594306848763,179816790705,6467,0,0,1194016897,7566283427,8760300324
Ukraine,2009,5101702432883,117113410001,6467,0,0,2172540409,3603782079,5776322488
Ukraine,2010,6087164527421,136013155905,6467,0,0,2163583168,5563830973,7727414141
Ukraine,2011,7551500425598,163159671670,6467,0,0,3264665067,7147075079,10411740146
Ukraine,2012,8532230724142,175781379051,6467,0,0,3031234265,7324648972,10355883237
Ukraine,2013,9570405758740,183310146378,6467,0,0,3272866934,7849224932,11122091866
Ukraine,2014,10438529153238,133503411376,6467,0,1,3483543735,5106228655,8589772390
Ukraine,2015,11015542352469,91030959455,6467,0,1,3555798287,3515713254,7071511541
Ukraine,2016,11137945669351,93355993629,6467,0,1,2490794646,4216952797,6707747443
Ukraine,2017,12143491448186,112190355158,6467,0,1,2339641836,5040644515,7380286351
Ukraine,2018,13608151864638,130832374405,6467,0,1,2635775875,7025517349,9661293224
United Arab Emirates,2008,4594306848763,315474615739,5845,0,0,4613250116,23643689550,28256939666
United Arab Emirates,2009,5101702432883,253547358747,5845,0,0,2595229265,18632295505,21227524770
United Arab Emirates,2010,6087164527421,289787338325,5845,0,0,4451552488,21235460530,25687013018
United Arab Emirates,2011,7551500425598,350666031314,5845,0,0,8306605795,26812847746,35119453541
United Arab Emirates,2012,8532230724142,374590605854,5845,0,0,10851923958,29568342622,40420266580
United Arab Emirates,2013,9570405758740,390107556161,5845,0,0,12823525641,33411294711,46234820352
United Arab Emirates,2014,10438529153238,403137100068,5845,0,1,15763356629,39034507149,54797863778
United Arab Emirates,2015,11015542352469,358135057862,5845,0,1,11514031960,37020164366,48534196326
United Arab Emirates,2016,11137945669351,357045064670,5845,0,1,9994362641,30066955630,40061318271
United Arab Emirates,2017,12143491448186,377701060177,5845,0,1,12311158312,28723965341,41035123653
United Arab Emirates,2018,13608151864638,414178942592,5845,0,1,16281246908,29902886596,46184133504
Uzbekistan,2008,4594306848763,29549438884,3940,0,0,328881786,1277814306,1606696092
Uzbekistan,2009,5101702432883,33689223673,3940,0,0,349418724,1560538745,1909957469
Uzbekistan,2010,6087164527421,46679875794,3940,0,0,1300780404,1181023679,2481804083
Uzbekistan,2011,7551500425598,56516280748,3940,0,0,807314965,1359242440,2166557405
Uzbekistan,2012,8532230724142,63628854499,3940,0,0,1091832887,1783338724,2875171611
Uzbekistan,2013,9570405758740,68997168338,3940,0,0,1938092728,2613355048,4551447776
Uzbekistan,2014,10438529153238,76658542757,3940,0,1,1597910202,2678213964,4276124166
Uzbekistan,2015,11015542352469,81847410182,3940,0,1,1267063757,2228760931,3495824688
Uzbekistan,2016,11137945669351,81779012351,3940,0,1,1607057922,2007463677,3614521599
Uzbekistan,2017,12143491448186,59159945321,3940,0,1,1471448860,2749423215,4220872075
Uzbekistan,2018,13608151864638,50499921558,3940,0,1,2324394704,3942096467,6266491171
Vietnam,2008,4594306848763,99130304099,2321,1,0,4336317470,15122132632,19458450102
Vietnam,2009,5101702432883,106014659770,2321,1,0,4746739792,16300914499,21047654291
Vietnam,2010,6087164527421,115931749697,2321,1,0,6984262461,23101555926,30085818387
Vietnam,2011,7551500425598,135539438560,2321,1,0,11116531136,29091568152,40208099288
Vietnam,2012,8532230724142,155820001920,2321,1,0,16229125413,34212586980,50441712393
Vietnam,2013,9570405758740,171222025117,2321,1,0,16891892668,48586298201,65478190869
Vietnam,2014,10438529153238,186204652922,2321,1,1,19906397835,63730014143,83636411978
Vietnam,2015,11015542352469,193241108710,2321,1,1,29831745312,66017019778,95848765090
Vietnam,2016,11137945669351,205276172135,2321,1,1,37171603826,61094096781,98265700607
Vietnam,2017,12143491448186,223779865815,2321,1,1,50374616976,71617248156,121991865132
Vietnam,2018,13608151864638,245213686369,2321,1,1,64087359833,84015798650,148103158483
"Yemen, Rep.",2008,4594306848763,26910851362,7524,0,0,3209872995,1184583997,4394456992
"Yemen, Rep.",2009,5101702432883,25130274124,7524,0,0,1237511097,1168418833,2405929930
"Yemen, Rep.",2010,6087164527421,30906749533,7524,0,0,2779080663,1223859123,4002939786
"Yemen, Rep.",2011,7551500425598,32726417878,7524,0,0,3135702068,1104281308,4239983376
"Yemen, Rep.",2012,8532230724142,35401339869,7524,0,0,3604053344,1955098652,5559151996
"Yemen, Rep.",2013,9570405758740,40415233436,7524,0,0,3061300935,2138817020,5200117955
"Yemen, Rep.",2014,10438529153238,43228585321,7524,0,1,2932853594,2201314090,5134167684
"Yemen, Rep.",2015,11015542352469,42628328212,7524,0,1,898137960,1429967840,2328105800
"Yemen, Rep.",2016,11137945669351,30968242968,7524,0,1,166028327,1692345314,1858373641
"Yemen, Rep.",2017,12143491448186,26818703093,7524,0,1,659962041,1643037967,2303000008
"Yemen, Rep.",2018,13608151864638,26914402224,7524,0,1,717549995,1876595108,2594145103
